ID,Language_ID,Parameter_ID,Value,Code_ID,Comment,Source,codeReference,status,Name,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code,Countries,Family_ID,Language_ID.y
hala1252-aes,hala1252,aes,2,aes-threatened,Halang (hal-hal) = 6b (Threatened). Language of recognized ethnic group: Xo Dang.,hh:h:Ethnologue:25,NA,threatened,Halang,Eurasia,14.7862,107.457,hala1252,hal,LA;VN,aust1305,NA
jehh1245-aes,jehh1245,aes,1,aes-not_endangered,Jeh (jeh-jeh) = 5 (Developing).,hh:h:Ethnologue:25,NA,not_endangered,Jeh,Eurasia,15.2351,107.753,jehh1245,jeh,LA;VN,aust1305,NA
hala1253-aes,hala1253,aes,2,aes-threatened,Halang Doan (hld-hld) = 6b* (Threatened). Language of recognized ethnic group: Xo Dang.,hh:h:Ethnologue:25,NA,threatened,Halang Doan,Eurasia,14.9704,107.86,hala1253,hld,LA;VN,aust1305,NA
alak1253-aes,alak1253,aes,1,aes-not_endangered,Alak (alk-alk) = 6a* (Vigorous).,hh:h:Ethnologue:25,NA,not_endangered,Alak,Eurasia,15.5565,106.597,alak1253,alk,LA,aust1305,NA
lawi1235-aes,lawi1235,aes,4,aes-moribund,Lavi (lvi-lvi) = 8a (Moribund).,hh:h:Ethnologue:25,NA,moribund,Lawi,Eurasia,15.306668,106.734345,lawi1235,lvi,LA,aust1305,NA
sapu1248-aes,sapu1248,aes,1,aes-not_endangered,Sapuan (spu-spu) = 6a (Vigorous).,hh:h:Ethnologue:25,NA,not_endangered,Sapuan,Eurasia,15.3692,106.843,sapu1248,spu,LA,aust1305,NA
oyyy1238-aes,oyyy1238,aes,1,aes-not_endangered,Oy (oyb-oyb) = 6a (Vigorous).,hh:h:Ethnologue:25,NA,not_endangered,Oy,Eurasia,15.42,106.658,oyyy1238,oyb,LA,aust1305,NA
lave1249-aes,lave1249,aes,2,aes-threatened,"Lave (3968-brb) = Vulnerable (20 percent certain, based on the evidence available)",hh:hel:Campbell:ElCat,NA,threatened,Brao,Eurasia,14.5994,107.008,lave1249,brb,KH;LA;VN,aust1305,NA
nyah1249-aes,nyah1249,aes,1,aes-not_endangered,Nyaheun (nev-nev) = 6a (Vigorous).,hh:h:Ethnologue:25,NA,not_endangered,Nyaheun,Eurasia,15.1034,106.543,nyah1249,nev,LA,aust1305,NA
lave1248-aes,lave1248,aes,3,aes-shifting,"Juk (6046-lbo-juk) = Threatened (20 percent certain, based on the evidence available)",hh:hel:Campbell:ElCat,NA,shifting,Laven,Eurasia,15.2726,106.322,lave1248,lbo,LA,aust1305,NA
souu1238-aes,souu1238,aes,3,aes-shifting,Juk (2254-) = Definitely endangered,hh:hel:Moseley:Atlas:2010,NA,shifting,Sou,Eurasia,14.687,106.54,souu1238,sqq,KH;LA,aust1305,NA
krun1240-aes,krun1240,aes,2,aes-threatened,"Kru'ng 2 (4439-krr) = Vulnerable (20 percent certain, based on the evidence available)",hh:hel:Campbell:ElCat,NA,threatened,Krung,Eurasia,13.5699,106.761,krun1240,krr,KH,aust1305,lave1249
kave1238-aes,kave1238,aes,3,aes-shifting,"Kravet (4440-krv) = Threatened (20 percent certain, based on the evidence available)",hh:hel:Campbell:ElCat,NA,shifting,Kavet,Eurasia,14.1796,106.586,kave1238,krv,KH;LA,aust1305,lave1249
bahn1262-aes,bahn1262,aes,1,aes-not_endangered,Bahnar (bdq-bdq) = 5* (Developing). Language of recognized ethnic group: Ba Na.,hh:h:Ethnologue:25,NA,not_endangered,Bahnar,Eurasia,14.0476,108.471,bahn1262,bdq,VN,aust1305,NA
tamp1251-aes,tamp1251,aes,4,aes-moribund,Tempuan (2458-) = Severely endangered,hh:hel:Moseley:Atlas:2010,NA,moribund,Tampuan,Eurasia,13.56447,107.24544,tamp1251,tpu,KH;LA,aust1305,NA
chra1242-aes,chra1242,aes,2,aes-threatened,"Chrau (1250-crw) = Vulnerable (20 percent certain, based on the evidence available)",hh:hel:Campbell:ElCat,NA,threatened,Chrau,Eurasia,10.8021,107.293,chra1242,crw,VN,aust1305,NA
east2333-aes,east2333,aes,1,aes-not_endangered,"Mnong, Eastern (mng-mng) = 6a* (Vigorous). Language of recognized ethnic group: Mnong.",hh:h:Ethnologue:25,NA,not_endangered,Eastern Mnong,Eurasia,12.3939,108.354,east2333,mng,VN,aust1305,NA
krao1238-aes,krao1238,aes,2,aes-threatened,"Kraol (5337-rka) = Vulnerable (80 percent certain, based on the evidence available)",hh:hel:Campbell:ElCat,NA,threatened,Kraol,Eurasia,12.8107,106.539,krao1238,rka,KH,aust1305,NA
cent1992-aes,cent1992,aes,2,aes-threatened,"Central Mnong (4045-cmo) = Vulnerable (20 percent certain, based on the evidence available)",hh:hel:Campbell:ElCat,NA,threatened,Central Mnong,Eurasia,12.6313,107.301,cent1992,cmo,KH;VN,aust1305,NA
sout2692-aes,sout2692,aes,1,aes-not_endangered,"Mnong, Southern (mnn-mnn) = 6a* (Vigorous). Language of recognized ethnic group: Mnong.",hh:h:Ethnologue:25,NA,not_endangered,Southern Mnong,Eurasia,12.06354,107.65424,sout2692,mnn,VN,aust1305,NA
bulo1242-aes,bulo1242,aes,3,aes-shifting,"Bulo Stieng (5422-sti) = Threatened (20 percent certain, based on the evidence available)",hh:hel:Campbell:ElCat,NA,shifting,Bulo Stieng,Eurasia,11.9777,106.798,bulo1242,sti,KH;VN,aust1305,NA
melk1242-aes,melk1242,aes,2,aes-threatened,Mel-Khaonh (hkn-hkn) = 6b (Threatened).,hh:h:Ethnologue:25,NA,threatened,Mel-Khaonh,Eurasia,12.95,106.31,melk1242,hkn,KH,aust1305,NA
bude1236-aes,bude1236,aes,4,aes-moribund,Stieng (2461-) = Severely endangered,hh:hel:Moseley:Atlas:2010,NA,moribund,Budeh Stieng,Eurasia,11.6917,106.691,bude1236,stt,KH;VN,aust1305,NA
maaa1253-aes,maaa1253,aes,1,aes-not_endangered,Maa (cma-cma) = 6a* (Vigorous). Language of recognized ethnic group: Ma.,hh:h:Ethnologue:25,NA,not_endangered,Maa,Eurasia,11.5205,107.339,maaa1253,cma,VN,aust1305,NA
koho1244-aes,koho1244,aes,1,aes-not_endangered,Koho (kpm-kpm) = 5 (Developing). Language of recognized ethnic group: Co Ho.,hh:h:Ethnologue:25,NA,not_endangered,Koho,Eurasia,11.6444,108.057,koho1244,kpm,VN,aust1305,NA
trie1243-aes,trie1243,aes,1,aes-not_endangered,Trieng (stg-stg) = 6a* (Vigorous). Language of recognized ethnic group: Gie Trieng.,hh:h:Ethnologue:25,NA,not_endangered,Trieng,Eurasia,15.5002,107.515,trie1243,stg,LA;VN,aust1305,NA
tali1257-aes,tali1257,aes,1,aes-not_endangered,Talieng (tdf-tdf) = 6a (Vigorous).,hh:h:Ethnologue:25,NA,not_endangered,Talieng,Eurasia,16.5287,106.102,tali1257,tdf,LA,aust1305,NA
jahh1242-aes,jahh1242,aes,3,aes-shifting,"Jah Hut (1264-jah) = Threatened (20 percent certain, based on the evidence available)",hh:hel:Campbell:ElCat,NA,shifting,Jah Hut,Eurasia,3.67619,102.291,jahh1242,jah,MY,aust1305,NA
chew1245-aes,chew1245,aes,4,aes-moribund,"Chewong (1266-cwg) = Severely Endangered (40 percent certain, based on the evidence available)",hh:hel:Campbell:ElCat,NA,moribund,Chewong,Eurasia,3.83331,102.081,chew1245,cwg,MY,aust1305,NA
minr1238-aes,minr1238,aes,3,aes-shifting,"Minriq (1258-mnq) = Endangered (20 percent certain, based on the evidence available)",hh:hel:Campbell:ElCat,NA,shifting,Minriq,Eurasia,5.01108,102.047,minr1238,mnq,MY,aust1305,NA
jede1239-aes,jede1239,aes,1,aes-not_endangered,Jedek (NOCODE_Jedek-NOCODE_Jedek) = 5 (Developing).,NA,NA,not_endangered,Jedek,Eurasia,5.3,101.75,jede1239,NA,MY,aust1305,NA
jeha1242-aes,jeha1242,aes,3,aes-shifting,"Jahai (1263-jhi) = Threatened (20 percent certain, based on the evidence available)",hh:hel:Campbell:ElCat,NA,shifting,Jehai,Eurasia,5.63695,101.541,jeha1242,jhi,MY;TH,aust1305,NA
mint1239-aes,mint1239,aes,4,aes-moribund,"Mintil (4745-mzt) = Severely Endangered (20 percent certain, based on the evidence available)",hh:hel:Campbell:ElCat,NA,moribund,Mintil,Eurasia,4.59376,101.986,mint1239,mzt,MY,aust1305,NA
bate1262-aes,bate1262,aes,3,aes-shifting,"Batek (1268-btq) = Endangered (20 percent certain, based on the evidence available)",hh:hel:Campbell:ElCat,NA,shifting,Batek,Eurasia,4.8223,102.382,bate1262,btq,MY,aust1305,NA
kint1239-aes,kint1239,aes,3,aes-shifting,"Kintaq (1262-knq) = Endangered (20 percent certain, based on the evidence available)",hh:hel:Campbell:ElCat,NA,shifting,Kintaq,Eurasia,5.75004,101.277,kint1239,knq,MY;TH,aust1305,NA
kens1248-aes,kens1248,aes,3,aes-shifting,"Kensiu (1260-kns) = Endangered (20 percent certain, based on the evidence available)",hh:hel:Campbell:ElCat,NA,shifting,Kensiu,Eurasia,5.98085,101.026,kens1248,kns,MY;TH,aust1305,NA
tong1308-aes,tong1308,aes,3,aes-shifting,"Maniq (3522-tnz) = Endangered (20 percent certain, based on the evidence available)",hh:hel:Campbell:ElCat,NA,shifting,Maniq,Eurasia,6.88137,100.102,tong1308,tnz,MY;TH,aust1305,NA
sema1266-aes,sema1266,aes,2,aes-threatened,"Semai (1257-sea) = Vulnerable (40 percent certain, based on the evidence available)",hh:hel:Campbell:ElCat,NA,threatened,Semai,Eurasia,4.13257,101.477,sema1266,sea,MY,aust1305,NA
temi1246-aes,temi1246,aes,2,aes-threatened,"Temiar (5100-tea) = Vulnerable (40 percent certain, based on the evidence available)",hh:hel:Campbell:ElCat,NA,threatened,Temiar,Eurasia,4.974,101.438,temi1246,tea,MY,aust1305,NA
semn1250-aes,semn1250,aes,2,aes-threatened,Semnam (ssm-ssm) = 6b (Threatened).,hh:h:Ethnologue:25,NA,threatened,Semnam,Eurasia,5.27617,101.058,semn1250,ssm,MY,aust1305,NA
lano1248-aes,lano1248,aes,3,aes-shifting,"Lanoh (1261-lnh) = Endangered (20 percent certain, based on the evidence available)",hh:hel:Campbell:ElCat,NA,shifting,Lanoh,Eurasia,4.90934,100.986,lano1248,lnh,MY,aust1305,NA
sabu1253-aes,sabu1253,aes,6,aes-extinct,Sabüm (5358-sbo) = Dormant,hh:hel:Campbell:ElCat,NA,extinct,Sabüm,Eurasia,5.34694,101.065,sabu1253,sbo,MY,aust1305,NA
besi1244-aes,besi1244,aes,3,aes-shifting,"Mah Meri (1267-mhe) = Threatened (100 percent certain, based on the evidence available)",hh:hel:Campbell:ElCat,NA,shifting,Besisi,Eurasia,2.717,101.676,besi1244,mhe,MY,aust1305,NA
temo1243-aes,temo1243,aes,3,aes-shifting,"Temoq (3532-tmo) = Endangered (20 percent certain, based on the evidence available)",hh:hel:Campbell:ElCat,NA,shifting,Temoq,Eurasia,3.11331,102.916,temo1243,tmo,MY,aust1305,NA
seme1247-aes,seme1247,aes,2,aes-threatened,"Semelai (1255-sza) = Vulnerable (100 percent certain, based on the evidence available)",hh:hel:Campbell:ElCat,NA,threatened,Semelai,Eurasia,2.82799,102.806,seme1247,sza,MY,aust1305,NA
sema1265-aes,sema1265,aes,3,aes-shifting,"Semaq Beri (1256-szc) = Threatened (20 percent certain, based on the evidence available)",hh:hel:Campbell:ElCat,NA,shifting,Semaq Beri,Eurasia,4.1217,102.816,sema1265,szc,MY,aust1305,NA
monn1252-aes,monn1252,aes,2,aes-threatened,Mon (2222-mnw) = Vulnerable,hh:hel:Moseley:Atlas:2010,NA,threatened,Mon,Eurasia,15.49394,98.122465,monn1252,mnw,MM;TH,aust1305,NA
nyah1250-aes,nyah1250,aes,3,aes-shifting,"Nyahkur (1235-cbn) = Endangered (80 percent certain, based on the evidence available)",hh:hel:Campbell:ElCat,NA,shifting,Nyahkur,Eurasia,15.8909,101.515,nyah1250,cbn,TH,aust1305,NA
oldm1242-aes,oldm1242,aes,6,aes-extinct,Old Mon (omx-omx) = 10 (Extinct).,NA,NA,extinct,Old Mon,Eurasia,14.83,100.5,oldm1242,omx,TH,aust1305,NA
dana1252-aes,dana1252,aes,3,aes-shifting,"Danau (1244-dnu) = Endangered (80 percent certain, based on the evidence available)",hh:hel:Campbell:ElCat,NA,shifting,Danau,Eurasia,20.4957,96.998,dana1252,dnu,MM,aust1305,NA
lame1256-aes,lame1256,aes,1,aes-not_endangered,Rmeet (lbn-lbn) = 6a* (Vigorous).,hh:h:Ethnologue:25,NA,not_endangered,Lamet,Eurasia,19.8829,100.268,lame1256,lbn,LA;TH,aust1305,NA
uuuu1243-aes,uuuu1243,aes,3,aes-shifting,"U (3405-uuu) = Threatened (20 percent certain, based on the evidence available)",hh:hel:Campbell:ElCat,NA,shifting,U,Eurasia,22.6767,101.772,uuuu1243,uuu,CN,aust1305,NA
tail1246-aes,tail1246,aes,2,aes-threatened,"Tai Loi (1245-tlq) = Vulnerable (100 percent certain, based on the evidence available)",hh:hel:Campbell:ElCat,NA,threatened,Muak,Eurasia,21.4293,100.985,tail1246,tlq,LA;MM,aust1305,NA
manm1238-aes,manm1238,aes,3,aes-shifting,"Man Met (4686-mml) = Threatened (20 percent certain, based on the evidence available)",hh:hel:Campbell:ElCat,NA,shifting,Man Met,Eurasia,22.0743,100.842,manm1238,mml,CN,aust1305,NA
huuu1240-aes,huuu1240,aes,3,aes-shifting,"Hu (1247-huo) = Endangered (40 percent certain, based on the evidence available)",hh:hel:Campbell:ElCat,NA,shifting,Hu,Eurasia,22.0163,100.881,huuu1240,huo,CN,aust1305,NA
mokk1243-aes,mokk1243,aes,5,aes-nearly_extinct,Amok (2477-mqt) = Critically endangered,hh:hel:Moseley:Atlas:2010,NA,nearly_extinct,Mok,Eurasia,18.9117,99.5821,mokk1243,mqt,MM,aust1305,NA
doii1241-aes,doii1241,aes,1,aes-not_endangered,Muak Sa-aak (ukk-ukk) = 5 (Developing).,hh:h:Ethnologue:25,NA,not_endangered,Doi,Eurasia,NA,NA,doii1241,ukk,MM,aust1305,tail1246
khan1274-aes,khan1274,aes,3,aes-shifting,"Kháng (4397-kjm) = Threatened (20 percent certain, based on the evidence available)",hh:hel:Campbell:ElCat,NA,shifting,Kháng,Eurasia,21.6624,103.736,khan1274,kjm,CN;VN,aust1305,NA
bitt1240-aes,bitt1240,aes,4,aes-moribund,"Bit (1239-bgk) = Severely Endangered (40 percent certain, based on the evidence available)",hh:hel:Campbell:ElCat,NA,moribund,Bit,Eurasia,21.3474,101.916,bitt1240,bgk,CN;LA,aust1305,NA
samt1238-aes,samt1238,aes,1,aes-not_endangered,Samtao (stu-stu) = 6a (Vigorous).,hh:h:Ethnologue:25,NA,not_endangered,Samtao,Eurasia,22.0185,99.2576,samt1238,stu,CN;LA;MM;TH,aust1305,NA
blan1242-aes,blan1242,aes,1,aes-not_endangered,Blang (blr-blr) = 6a (Vigorous). Language of recognized nationality: Blang.,hh:h:Ethnologue:25,NA,not_endangered,Blang,Eurasia,22.0092,99.7405,blan1242,blr,CN;MM;TH,aust1305,NA
awac1238-aes,awac1238,aes,2,aes-threatened,Awa (vwa-vwa) = 6b* (Threatened). Language of recognized nationality: Wa.,hh:h:Ethnologue:25,NA,threatened,Lavia-Awalai-Damangnuo Awa,Eurasia,22.75,99.4833,awac1238,vwa,CN,aust1305,NA
para1301-aes,para1301,aes,1,aes-not_endangered,"Wa, Parauk (prk-prk) = 2 (Provincial). De facto provincial language in Shan state.",hh:h:Ethnologue:25,NA,not_endangered,South Wa,Eurasia,22.8658,99.375,para1301,prk,CN;MM,aust1305,NA
nucl1290-aes,nucl1290,aes,1,aes-not_endangered,"Wa (3362-wbm) = At risk (20 percent certain, based on the evidence available)",hh:hel:Campbell:ElCat,NA,not_endangered,Zhenkang Wa,Eurasia,23.1024,99.108,nucl1290,wbm,CN;MM,aust1305,NA
xiyu1235-aes,xiyu1235,aes,2,aes-threatened,Awa (vwa-NOCODE_Xiyun-Va) = 6b* (Threatened). Language of recognized nationality: Wa.,hh:h:Ethnologue:23,NA,threatened,Xiyun Va,Eurasia,22.499,99.584,xiyu1235,NA,CN,aust1305,NA
east2330-aes,east2330,aes,6,aes-extinct,Phalok (5938-lwl-pha) = Dormant,hh:hel:Campbell:ElCat,NA,extinct,Eastern Lawa,Eurasia,19.0136,98.7613,east2330,lwl,TH,aust1305,NA
west2396-aes,west2396,aes,2,aes-threatened,"Lawa (1242-lcp) = Vulnerable (20 percent certain, based on the evidence available)",hh:hel:Campbell:ElCat,NA,threatened,Western Lawa,Eurasia,19.8678,99.2057,west2396,lcp,TH,aust1305,NA
ruma1248-aes,ruma1248,aes,4,aes-moribund,Rumai (2473-) = Severely endangered,hh:hel:Moseley:Atlas:2010,NA,moribund,Rumai Palaung,Eurasia,23.6404,97.3172,ruma1248,rbb,CN;MM,aust1305,NA
shwe1236-aes,shwe1236,aes,1,aes-not_endangered,"Palaung, Shwe (pll-pll) = 5 (Developing).",hh:h:Ethnologue:25,NA,not_endangered,Shwe Palaung,Eurasia,23.6729,97.7972,shwe1236,pll,CN;MM,aust1305,NA
ruch1235-aes,ruch1235,aes,4,aes-moribund,Palaung (2470-pce) = Severely endangered; Pale (2471-pce) = Severely endangered,hh:hel:Moseley:Atlas:2010,NA,moribund,Ruching Palaung,Eurasia,21.6176,98.0915,ruch1235,pce,CN;MM;TH,aust1305,NA
rian1261-aes,rian1261,aes,2,aes-threatened,"Riang (Myanmar) (5336-ril) = Vulnerable (20 percent certain, based on the evidence available)",hh:hel:Campbell:ElCat,NA,threatened,Riang (Myanmar),Eurasia,24.0521,98.8333,rian1261,ril,CN;MM,aust1305,NA
yinc1238-aes,yinc1238,aes,4,aes-moribund,"Buyang (2416-yzg, yha, yin) = Severely endangered",hh:hel:Moseley:Atlas:2010,NA,moribund,Yinchia,Eurasia,20.0833,97.9166,yinc1238,yin,MM,aust1305,NA
warj1242-aes,warj1242,aes,1,aes-not_endangered,War-Jaintia (aml-aml) = 6a (Vigorous).,hh:h:Ethnologue:25,NA,not_endangered,War-Jaintia,Eurasia,25.1154,91.6266,warj1242,aml,BD;IN,aust1305,NA
mega1243-aes,mega1243,aes,1,aes-not_endangered,Megam (mef-mef) = 6a (Vigorous).,hh:h:Ethnologue:25,NA,not_endangered,Bangladesh Lyngam,Eurasia,25.1292,91.6132,mega1243,mef,BD;IN,aust1305,NA
lyng1241-aes,lyng1241,aes,2,aes-threatened,Lyngngam (lyg-lyg) = 6b* (Threatened).,hh:h:Ethnologue:25,NA,threatened,India Lyngam,Eurasia,25.35,91.05,lyng1241,lyg,IN,aust1305,NA
pnar1238-aes,pnar1238,aes,1,aes-not_endangered,Pnar (pbv-pbv) = 6a* (Vigorous).,hh:h:Ethnologue:25,NA,not_endangered,Pnar,Eurasia,24.8237,92.2628,pnar1238,pbv,BD;IN,aust1305,NA
khas1269-aes,khas1269,aes,2,aes-threatened,Khasi (1231-kha) = Vulnerable,hh:hel:Moseley:Atlas:2010,NA,threatened,Khasi,Eurasia,24.977,91.9998,khas1269,kha,BD;IN,aust1305,NA
mang1378-aes,mang1378,aes,4,aes-moribund,"Mang (1236-zng) = Severely Endangered (20 percent certain, based on the evidence available)",hh:hel:Campbell:ElCat,NA,moribund,Mang,Eurasia,21.4305,102.133,mang1378,zng,CN;TH;VN,aust1305,NA
boly1239-aes,boly1239,aes,4,aes-moribund,"Bolyu (1237-ply) = Severely Endangered (40 percent certain, based on the evidence available)",hh:hel:Campbell:ElCat,NA,moribund,Bolyu,Eurasia,24.7013,104.955,boly1239,ply,CN,aust1305,NA
buga1247-aes,buga1247,aes,2,aes-threatened,"Bugan (1238-bbh) = Vulnerable (100 percent certain, based on the evidence available)",hh:hel:Campbell:ElCat,NA,threatened,Bugan,Eurasia,23.6124,104.963,buga1247,bbh,CN,aust1305,NA
carn1240-aes,carn1240,aes,2,aes-threatened,"Car Nicobarese (4157-caq) = Vulnerable (20 percent certain, based on the evidence available)",hh:hel:Campbell:ElCat,NA,threatened,Car Nicobarese,Eurasia,9.18853,92.7671,carn1240,caq,IN,aust1305,NA
cent1990-aes,cent1990,aes,2,aes-threatened,"Central Nicobarese (4775-ncb) = Vulnerable (20 percent certain, based on the evidence available)",hh:hel:Campbell:ElCat,NA,threatened,Central Nicobarese,Eurasia,7.94812,93.3921,cent1990,ncb,IN,aust1305,NA
sout2689-aes,sout2689,aes,3,aes-shifting,"Southern Nicobarese (10374-nik) = Threatened (20 percent certain, based on the evidence available)",hh:hel:Campbell:ElCat,NA,shifting,Southern Nicobarese,Eurasia,6.82744,93.8042,sout2689,nik,IN,aust1305,NA
tere1272-aes,tere1272,aes,3,aes-shifting,"Teressa (5098-tef) = Threatened (20 percent certain, based on the evidence available)",hh:hel:Campbell:ElCat,NA,shifting,Teressa,Eurasia,8.23716,93.1297,tere1272,tef,IN,aust1305,NA
chau1258-aes,chau1258,aes,3,aes-shifting,"Chaura (4053-crv) = Threatened (20 percent certain, based on the evidence available)",hh:hel:Campbell:ElCat,NA,shifting,Chaura,Eurasia,8.45745,93.0331,chau1258,crv,IN,aust1305,NA
pear1247-aes,pear1247,aes,4,aes-moribund,"Pear (1224-pcb) = Severely Endangered (40 percent certain, based on the evidence available)",hh:hel:Campbell:ElCat,NA,moribund,Pear,Eurasia,13.593,105.028,pear1247,pcb,KH,aust1305,NA
chon1284-aes,chon1284,aes,4,aes-moribund,"Chong (1227-cog) = Severely Endangered (80 percent certain, based on the evidence available)",hh:hel:Campbell:ElCat,NA,moribund,Chong of Chanthaburi,Eurasia,12.5218,102.514,chon1284,cog,KH;TH,aust1305,NA
somr1240-aes,somr1240,aes,5,aes-nearly_extinct,"Somray (5394-smu) = Critically Endangered (80 percent certain, based on the evidence available)",hh:hel:Campbell:ElCat,NA,nearly_extinct,Somray of Battambang-Somre of Siem Reap,Eurasia,12.243,103.139,somr1240,smu,KH,aust1305,NA
cent2314-aes,cent2314,aes,4,aes-moribund,"Kasong (5885-syo) = Severely Endangered (80 percent certain, based on the evidence available)",hh:hel:Campbell:ElCat,NA,moribund,Central Chong,Eurasia,12.608611,102.270556,cent2314,NA,TH,aust1305,NA
suoy1242-aes,suoy1242,aes,3,aes-shifting,"Suoy (1220-syo) = Endangered (20 percent certain, based on the evidence available)",hh:hel:Campbell:ElCat,NA,shifting,Suoy,Eurasia,11.936,104.136,suoy1242,syo,KH,aust1305,NA
saoc1239-aes,saoc1239,aes,3,aes-shifting,"Chu-ng (1226-scq) = Threatened (60 percent certain, based on the evidence available)",hh:hel:Campbell:ElCat,NA,shifting,Sa'och,Eurasia,10.8739,103.835,saoc1239,scq,KH,aust1305,NA
mlab1235-aes,mlab1235,aes,3,aes-shifting,"Mlabri (1240-mra) = Threatened (100 percent certain, based on the evidence available)",hh:hel:Campbell:ElCat,NA,shifting,Mlabri,Eurasia,18.5533,101.163,mlab1235,mra,LA;TH,aust1305,NA
puoc1238-aes,puoc1238,aes,1,aes-not_endangered,Puoc (puo-puo) = 6a* (Vigorous). Language of recognized ethnic group: Xinh Mun.,hh:h:Ethnologue:25,NA,not_endangered,Ksingmul,Eurasia,20.8862,103.931,puoc1238,puo,LA;VN,aust1305,NA
thee1239-aes,thee1239,aes,4,aes-moribund,Theen (2195-) = Severely endangered,hh:hel:Moseley:Atlas:2010,NA,moribund,Theen,Eurasia,19.379873,102.414123,thee1239,NA,LA,aust1305,NA
oduu1239-aes,oduu1239,aes,4,aes-moribund,"Iduh (5937-tyh) = Severely Endangered (80 percent certain, based on the evidence available)",hh:hel:Campbell:ElCat,NA,moribund,O'du,Eurasia,19.3497,104.106,oduu1239,tyh,LA;VN,aust1305,NA
phon1246-aes,phon1246,aes,3,aes-shifting,"Phong-Kniang (5877-pnx) = Threatened (20 percent certain, based on the evidence available)",hh:hel:Campbell:ElCat,NA,shifting,Phong-Kniang,Eurasia,19.9622,104.088,phon1246,pnx,LA;VN,aust1305,NA
phai1238-aes,phai1238,aes,3,aes-shifting,"Lua' (5288-prb) = Threatened (20 percent certain, based on the evidence available)",hh:hel:Campbell:ElCat,NA,shifting,Prai,Eurasia,19.0383,101.218,phai1238,prt,LA;TH,aust1305,NA
mall1246-aes,mall1246,aes,1,aes-not_endangered,Mal (mlf-mlf) = 5* (Developing).,hh:h:Ethnologue:25,NA,not_endangered,Mal,Eurasia,19.273,101.204,mall1246,mlf,LA;TH,aust1305,NA
khue1238-aes,khue1238,aes,1,aes-not_endangered,Khuen (khf-khf) = 6a* (Vigorous).,hh:h:Ethnologue:25,NA,not_endangered,Khuen,Eurasia,21.0793,101.327,khue1238,khf,CN;LA,aust1305,NA
khmu1256-aes,khmu1256,aes,1,aes-not_endangered,Khmu (kjg-kjg) = 5 (Developing).,hh:h:Ethnologue:25,NA,not_endangered,Khmu,Eurasia,20.2463,101.671,khmu1256,kjg,CN;LA;MM;TH;VN,aust1305,NA
paco1243-aes,paco1243,aes,2,aes-threatened,Pacoh (pac-pac) = 6b* (Threatened).,hh:h:Ethnologue:25,NA,threatened,Pacoh,Eurasia,16.3353,107.094,paco1243,pac,LA;VN,aust1305,NA
phuo1238-aes,phuo1238,aes,1,aes-not_endangered,Phuong (phg-phg) = 6a* (Vigorous). Language of recognized ethnic group: Ktu.,hh:h:Ethnologue:25,NA,not_endangered,Phuong,Eurasia,16.2118,107.467,phuo1238,phg,VN,aust1305,NA
west2398-aes,west2398,aes,3,aes-shifting,"Triw (1251-kuf-tri) = Threatened (20 percent certain, based on the evidence available); Dakkang (1252-kuf-dak) = Threatened (20 percent certain, based on the evidence available)",hh:hel:Campbell:ElCat,NA,shifting,Western Katu,Eurasia,15.7949,107.166,west2398,kuf,LA;VN,aust1305,NA
east1236-aes,east1236,aes,1,aes-not_endangered,"Katu, Eastern (ktv-ktv) = 6a* (Vigorous). Language of recognized ethnic group: Co Tu.",hh:h:Ethnologue:25,NA,not_endangered,Eastern Katu,Eurasia,15.8553,107.644,east1236,ktv,LA;VN,aust1305,NA
sooo1254-aes,sooo1254,aes,1,aes-not_endangered,So (sss-sss) = 6a (Vigorous).,hh:h:Ethnologue:25,NA,not_endangered,Sô,Eurasia,16.9081,105.001,sooo1254,sss,LA;TH;VN,aust1305,NA
west2397-aes,west2397,aes,2,aes-threatened,"Western Bru (3972-brv) = Vulnerable (20 percent certain, based on the evidence available)",hh:hel:Campbell:ElCat,NA,threatened,Western Bru,Eurasia,16.4906,104.754,west2397,brv,LA;TH,aust1305,NA
east2332-aes,east2332,aes,2,aes-threatened,"Eastern Bru (3971-bru) = Vulnerable (20 percent certain, based on the evidence available)",hh:hel:Campbell:ElCat,NA,threatened,Eastern Bru,Eurasia,17.1311,105.671,east2332,bru,LA;VN,aust1305,NA
sout3251-aes,sout3251,aes,1,aes-not_endangered,"Katang, Southern (sct-sct) = 6a (Vigorous).",hh:h:Ethnologue:25,NA,not_endangered,Southern Katang,Eurasia,16.108419,106.473214,sout3251,sct,LA,aust1305,NA
nort3270-aes,nort3270,aes,1,aes-not_endangered,"Katang, Northern (ncq-ncq) = 6a (Vigorous).",hh:h:Ethnologue:25,NA,not_endangered,Northern Katang,Eurasia,16.18229,106.4588,nort3270,ncq,LA,aust1305,NA
nyeu1238-aes,nyeu1238,aes,3,aes-shifting,"Nyeu (4908-nyl) = Endangered (20 percent certain, based on the evidence available)",hh:hel:Campbell:ElCat,NA,shifting,Nyeu,Eurasia,14.8817,104.33,nyeu1238,nyl,TH,aust1305,NA
kuyy1240-aes,kuyy1240,aes,4,aes-moribund,Kuay (2463-kdt) = Severely endangered,hh:hel:Moseley:Atlas:2010,NA,moribund,Kuy,Eurasia,14.6698,104.911,kuyy1240,kdt,KH;LA;TH,aust1305,NA
